title,price,isbn,publication_year,language,cover_type,pages_number,book_id,author_id,publisher_id,genre,rating
Հեղափոխություն,4800.0,9789939108216,2018.0,Armenian,Hard,300.0,11525,3111,1,Science Fiction,3.6
Harry Potter and the Prisoner of Azkaban,28300.0,9781408845660,2022.0,English,Hard,336.0,11526,74,32,Thriller,2.0
Art Smart,6200.0,9781781710890,2013.0,English,Soft,140.0,11527,3112,272,Fantasy,4.1
Animorphia,6200.0,9781910552070,2015.0,English,Soft,96.0,11528,3113,291,Non-Fiction,2.0
Airport. Busy Buildings,9400.0,9781626865631,2016.0,English,Hard,32.0,11529,3114,275,History,3.8
A midsummer Night's Dream,3800.0,9781848358324,2012.0,English,Hard,48.0,11530,2479,272,Fiction,2.3
Adventure maps. To build and explore in Minecraft,9700.0,9781784722722,2017.0,English,Soft,256.0,11531,2482,122,Science Fiction,0.9
A Christmas card,3900.0,9781906230029,2013.0,English,Soft,64.0,11532,207,273,Fantasy,2.2
1984,3700.0,9785171035952,2017.0,Russian,Soft,320.0,11533,670,11,Romance,0.4
Агни Йога,1600.0,9785389098343,2015.0,Russian,Soft,288.0,11534,2731,15,Non-Fiction,3.7
"Год, когда я всему говорила ДА. Идти по жизни, танцуя, держаться солнечной стороны и остаться собой",4200.0,9785041077327,2021.0,Russian,Soft,384.0,11535,3115,16,History,3.2
To Kill a Mockingbird,6900.0,9781784870799,2015.0,English,Soft,496.0,11536,2180,38,Thriller,3.4
The Divine Comedy,14200.0,9781857151831,1995.0,English,Hard,798.0,11537,241,143,History,4.5
HR. Рекрутмент. Обучение. Маркетинг. Аналитика,5900.0,9785446116102,2020.0,Russian,Hard,496.0,11538,579,33,Science Fiction,1.6
"Психология убеждения. Важные мелочи, гарантирующие успех (#экопокет)",2500.0,9785446113545,2020.0,Russian,Soft,320.0,11539,678,33,Mystery,4.8
Зодиак,5300.0,9785386120511,2020.0,Russian,Soft,432.0,11540,1987,76,Biography,1.3
Загадки,1900.0,9785171165109,2019.0,Russian,Hard,48.0,11541,3116,11,Science Fiction,3.9
Жизнь без границ. Путь к потрясающе счастливой жизни,3600.0,9785041050412,2021.0,Russian,Soft,384.0,11542,2790,16,Romance,0.5
"Деньги, успех и вы",4900.0,9789851541887,2019.0,Russian,Hard,240.0,11543,589,71,Non-Fiction,3.7
Государь. О военном искусстве,3600.0,9785171199654,2019.0,Russian,Hard,416.0,11544,120,11,Self-Help,0.9
Гордость и предубеждение,3900.0,9785041066413,2019.0,Russian,Hard,448.0,11545,350,35,Fantasy,1.0
Вы научитесь рисовать к концу этой книги,7800.0,9785961468168,2022.0,Russian,Soft,160.0,11546,3117,28,Science Fiction,2.3
Вторая Академия,4400.0,9785040947812,2018.0,Russian,Hard,352.0,11547,613,35,Mystery,0.4
Вино из одуванчиков,3400.0,9785041053703,2023.0,Russian,Hard,320.0,11548,1236,35,Science Fiction,0.4
Великий Гэтсби,3600.0,9785171056360,2017.0,Russian,Hard,256.0,11549,937,11,Self-Help,2.0
Великий Гэтсби,2900.0,9785041053796,2019.0,Russian,Hard,320.0,11550,937,35,Self-Help,4.3
Азбука в стихах и картинках,1900.0,9785171129750,2019.0,Russian,Hard,48.0,11551,497,11,Biography,3.5
Как я стал собой. Воспоминания,4900.0,9785040942404,2019.0,Russian,Hard,384.0,11552,673,16,Mystery,4.5
Искусство Японии,4200.0,9785171128142,2020.0,Russian,Hard,160.0,11553,2381,11,Fiction,2.1
Искусство войны,1700.0,9785171194246,2020.0,Russian,Soft,160.0,11554,357,11,Fantasy,4.9
Котёнок по имени Гав,1900.0,9785171129736,2019.0,Russian,Hard,48.0,11555,3118,11,Biography,0.9
Курт Кобейн. Serving the Servant. Воспоминания менеджера Nirvana,6400.0,9785041014766,2019.0,Russian,Hard,320.0,11556,3119,16,Science Fiction,1.6
Маленькие сказочки из Простоквашино,1900.0,9785171187439,2019.0,Russian,Hard,48.0,11557,1659,11,Thriller,4.4
Мстители: Железный человек,6200.0,9785171198596,2020.0,Russian,Hard,96.0,11558,2857,11,Science Fiction,0.9
Не жилец! История медицины в увлекательных заметках,4900.0,9785171215101,2020.0,Russian,Hard,384.0,11559,3120,11,History,4.7
Однокурсники,2100.0,9785699874637,2016.0,Russian,Soft,672.0,11560,3121,35,Self-Help,1.3
Друзья навсегда,3500.0,9785389150577,2019.0,Russian,Hard,256.0,11561,3122,34,Biography,1.6
Перо феникса (#5),3700.0,9785040912636,2021.0,Russian,Hard,224.0,11562,3123,35,Non-Fiction,0.1
"Почему одни страны богатые, а другие бедные",8900.0,9785170927364,2015.0,Russian,Hard,693.0,11563,1713,11,Mystery,0.5
Приключения Тома Сойера,6500.0,9785699934799,2016.0,Russian,Hard,288.0,11564,514,35,Non-Fiction,3.8
Рыцари Marvel. Человек-Паук,10800.0,9785041093679,2019.0,Russian,Hard,304.0,11565,2633,35,Science Fiction,3.4
Рик и Морти. Книга 1,10900.0,9785913396204,2018.0,Russian,Hard,400.0,11566,3124,164,Mystery,1.3
Рассказ Служанки,5300.0,9785041008550,2019.0,Russian,Hard,384.0,11567,451,35,History,4.3
Путешествие Голубой Стрелы,7200.0,9785699793853,2015.0,Russian,Hard,224.0,11568,1773,35,Biography,2.6
Becoming. Моя история,9400.0,9785041018924,2023.0,Russian,Hard,480.0,11569,3125,16,Mystery,4.8
Рик и Морти: Покеморти. Всех их соберём / Жопосранчик Суперстар,9200.0,9785913396730,2018.0,Russian,Hard,248.0,11570,3126,164,Thriller,0.2
Сладость на корочке пирога,4200.0,9785170873197,2017.0,Russian,Hard,416.0,11571,3127,11,Fiction,3.1
Anne of Green Gables,5800.0,9780141323749,2009.0,English,Soft,384.0,11572,845,173,Fiction,1.0
48 законов власти,4900.0,9785386135515,2020.0,Russian,Hard,768.0,11573,692,76,Self-Help,1.7
Щелкунчик и Мышиный король (ил. Г. де Маркен),6600.0,9785040991099,2023.0,Russian,Hard,120.0,11574,65,35,Non-Fiction,1.6
Человек-Паук. История жизни. Золотая коллекция Marvel,11900.0,9785041116699,2020.0,Russian,Hard,208.0,11575,3128,35,Science Fiction,0.6
Уэс Андерсон. Биография в комиксах,5900.0,9785041115173,2020.0,Russian,Soft,200.0,11576,2775,16,Fantasy,1.0
Фауст,3700.0,9785041098667,2020.0,Russian,Hard,480.0,11577,722,35,Mystery,3.0
Тень и кость,3700.0,9785171052607,2022.0,Russian,Hard,384.0,11578,501,11,Mystery,2.4
Little Women,8600.0,9780147514011,2014.0,English,Hard,816.0,11579,2134,173,Science Fiction,1.4
Guns Germs and Steel,9100.0,9780099302780,2016.0,English,Soft,592.0,11580,2042,38,Science Fiction,4.1
Good To Great,16800.0,9780712676090,2004.0,English,Hard,320.0,11581,608,55,Non-Fiction,3.0
"Girlboss. Как я создала миллионный бизнес, не имея денег, офиса и высшего образования",4200.0,9785041024147,2020.0,Russian,Soft,272.0,11582,3129,16,Mystery,2.9
Forgotten Women. The Artists,8200.0,9781788400176,2018.0,English,Hard,224.0,11583,2837,157,History,4.2
Эмма,2500.0,9785041099848,2020.0,Russian,Soft,544.0,11584,350,35,Science Fiction,2.8
В сторону Сванна,2300.0,9785389131569,2017.0,Russian,Soft,576.0,11585,939,15,Biography,0.7
В Восточном экспрессе без перемен,4100.0,9785905409127,2017.0,Russian,Hard,288.0,11586,3130,75,Fantasy,4.9
Бэтмен. Клетки. Бэтмен в Аркхеме,1400.0,9785389127432,2017.0,Russian,Soft,40.0,11587,1871,15,Non-Fiction,3.6
Биология,6400.0,9785864717714,2017.0,Russian,Hard,208.0,11588,3131,75,Thriller,2.8
Բյուրեղապակե մարդը,1990.0,9789939761473,2017.0,Armenian,Soft,136.0,11589,3132,2,Science Fiction,2.2
История менеджмента,5100.0,9785902358893,2009.0,Russian,Hard,560.0,11590,3133,258,Fiction,1.3
По ком звонит колокол,3600.0,9785170973071,2016.0,Russian,Hard,640.0,11591,264,11,Self-Help,2.9
Первый день,1800.0,9785389089761,2014.0,Russian,Soft,528.0,11592,625,19,Fiction,1.8
"Плюнет, поцелует, к сердцу прижмет, к черту пошлет, своей назовет",4100.0,9785389077850,2015.0,Russian,Ultrathin,416.0,11593,2142,15,Science Fiction,1.9
Секрет,2800.0,9785271432514,2012.0,Russian,Hard,416.0,11594,382,11,Science Fiction,1.4
От древа к лабиринту,13500.0,9785829117160,2016.0,Russian,Hard,559.0,11595,592,258,Romance,3.3
Одинокий город,9800.0,9785911034184,2019.0,Russian,Soft,352.0,11596,2163,115,Non-Fiction,3.4
Мэгги Кэссиди,3200.0,9785389029736,2011.0,Russian,Hard,224.0,11597,490,15,Non-Fiction,0.2
Мифологии,8800.0,9785829119980,2019.0,Russian,Hard,351.0,11598,2366,258,Romance,3.6
Миф и жизнь в кино: Смыслы и инструменты драматургического языка,5700.0,9785916717778,2018.0,Russian,Hard,394.0,11599,3134,28,History,0.4
Миллиарды и миллиарды: Размышления о жизни и смерти,5500.0,9785916717877,2018.0,Russian,Hard,296.0,11600,1793,28,Science Fiction,2.9
Методы принятия решений,5900.0,9785961471304,2022.0,Russian,Hard,208.0,11601,1299,28,Mystery,3.1
Миллиарды и миллиарды: Размышления о жизни и смерти,2500.0,9785916718928,2018.0,Russian,Soft,374.0,11602,1793,28,Science Fiction,4.6
Метод Ли Страсберга: Сборник упражнений по актерскому мастерству,6400.0,9785916718508,2018.0,Russian,Hard,310.0,11603,3135,28,Self-Help,3.4
Метод McKinsey: Как решить любую проблему,5300.0,9785961465341,2018.0,Russian,Soft,190.0,11604,1304,28,Non-Fiction,1.8
Международные отношения,10900.0,9785829116590,2014.0,Russian,Hard,432.0,11605,3090,258,History,1.5
Матрица безумия,8500.0,9785906995667,2020.0,Russian,Hard,304.0,11606,486,257,Mystery,2.8
Мастерская Альберто Джакометти,5200.0,9785911033378,2017.0,Russian,Soft,96.0,11607,2340,115,Science Fiction,4.1
"Маркетинг от А до Я. 80 концепций, которые должен знать каждый менеджер*",4900.0,9785961467451,2023.0,Russian,Hard,216.0,11608,544,28,Non-Fiction,4.3
Любовь у помешанных,5800.0,9785906842961,2018.0,Russian,Hard,304.0,11609,1433,257,Non-Fiction,3.2
Лучшее место для работы,6100.0,9785961453423,2017.0,Russian,Ultrathin,346.0,11610,3136,28,Non-Fiction,4.5
Лучше каждый день,5100.0,9785961465655,2018.0,Russian,Hard,302.0,11611,3137,28,Fantasy,1.9
Лунный коп,6400.0,9785906331359,2016.0,Russian,Hard,96.0,11612,3083,269,History,1.3
Логотерапия и экзистенциальный анализ,5600.0,9785916717969,2018.0,Russian,Hard,344.0,11613,164,28,Mystery,4.4
Логика и искусство спора,4400.0,9785367036022,2015.0,Russian,Hard,382.0,11614,3138,268,History,0.6
Логика смысла,15300.0,9785829118334,2015.0,Russian,Hard,472.0,11615,3048,258,History,1.5
Личная эффективность,6000.0,9785961470130,2018.0,Russian,Hard,218.0,11616,1772,28,Biography,4.5
Личная история Pink Floyd,7500.0,9785367039467,2017.0,Russian,Hard,415.0,11617,1798,268,Biography,4.6
"Лидерство, основанное на принципах",5700.0,9785961467031,2018.0,Russian,Hard,302.0,11618,1315,28,Fantasy,1.8
Лидерство,6100.0,9785961467550,2023.0,Russian,Hard,224.0,11619,1299,28,History,2.1
Лидер-интроверт: Как преуспеть в обществе,5400.0,9785961463279,2017.0,Russian,Hard,178.0,11620,3139,28,Fiction,0.4
Лекции о Спинозе 1978-1981,5400.0,9785911033101,2016.0,Russian,Soft,216.0,11621,3048,115,Fiction,2.7
Левин Теория поля в социальных науках,10100.0,9785829120603,2019.0,Russian,Hard,313.0,11622,3140,258,Science Fiction,1.7
Лаборатория презентаций: Формула идеального выступления,7400.0,9785961453997,2016.0,Russian,Soft,258.0,11623,3141,28,Science Fiction,4.0
Латеральный маркетинг: Технология поиска революционных идей,5500.0,9785961461343,2017.0,Russian,Hard,206.0,11624,544,28,Non-Fiction,1.4
Культура Нидерландов в XVII веке. Эразм,7900.0,9785890591289,2009.0,Russian,Hard,680.0,11625,1444,24,Fantasy,3.5
Культурная индустрия: Просвещение как способ обмана масс,2300.0,9785911032760,2016.0,Russian,Soft,104.0,11626,3142,115,Thriller,4.0
Кто бы мог подумать! Как мозг заставляет нас делать глупости,7500.0,9785170823789,2014.0,Russian,Hard,320.0,11627,3093,233,Non-Fiction,4.9
Красный гаолян. История одного рода,8400.0,9785751614744,2018.0,Russian,Hard,480.0,11628,3143,256,Mystery,3.2
Коучинг: Основные принципы и практики коучинга и лидерства,7900.0,9785961470932,2022.0,Russian,Soft,317.0,11629,3144,28,Romance,2.7
Кот Крамер идет в лес,4700.0,9785751614591,2017.0,Russian,Soft,24.0,11630,2740,256,Science Fiction,0.2
Контакт: роман,5400.0,9785916717617,2018.0,Russian,Hard,531.0,11631,1793,28,Self-Help,0.1
Как стать волшебником продаж,4400.0,9785961469929,2019.0,Russian,Soft,164.0,11632,3145,28,Biography,2.2
Как стать богатым,4800.0,9785961461046,2016.0,Russian,Hard,238.0,11633,2463,28,Non-Fiction,0.4
Как располагать к себе людей,6900.0,9789851531338,2018.0,Russian,Hard,720.0,11634,499,71,Mystery,2.6
Как быть стоиком,5100.0,9785916718089,2018.0,Russian,Hard,279.0,11635,3146,28,Science Fiction,0.7
Итальянцы,5600.0,9785916717686,2017.0,Russian,Hard,346.0,11636,3147,28,Fantasy,2.0
"Италия: Вино, еда, любовь",3400.0,9785367019650,2011.0,Russian,Hard,285.0,11637,3148,268,Science Fiction,2.8
История тела в Средние века,5900.0,9785751613709,2016.0,Russian,Hard,192.0,11638,3149,256,Non-Fiction,2.1
